YEAR,MONTH,LENGTH,SEX,MAT,AGE
2008,6,109,M,M,2
2008,6,136,M,M,4
2008,6,221,M,M,7
2008,6,252,M,M,9
2008,6,193,M,M,6
2008,6,217,M,M,7
2008,6,210,M,M,8
2008,6,284,M,M,12
2008,6,260,M,M,7
2008,6,225,M,M,8
2008,6,224,M,M,9
2008,6,152,M,M,6
2008,6,153,M,M,4
2008,6,158,M,M,5
2008,6,162,M,M,5
2008,6,161,M,M,5
2008,6,162,M,M,5
2008,6,179,M,M,8
2008,6,191,M,M,9
2008,6,162,M,M,5
2008,6,199,M,M,8
2008,6,255,M,M,11
2009,6,80,M,I,1
2009,6,70,M,I,1
2009,6,82,M,I,1
2009,6,90,M,I,1
2009,6,86,M,I,1
2009,6,74,M,I,1
2009,6,72,M,I,1
2009,6,68,M,I,1
2009,6,66,M,I,1
2009,6,81,M,I,1
2009,6,68,M,I,1
2009,6,86,M,I,1
2009,6,73,M,I,1
2009,6,79,M,I,1
2009,6,94,M,I,1
2009,6,68,M,I,1
2009,6,68,M,I,1
2009,6,211,M,M,8
2009,6,195,M,M,9
2009,6,273,M,M,10
2009,6,266,M,M,10
2009,6,241,M,M,7
2009,6,188,M,M,9
2009,6,210,M,M,6
2009,6,184,M,M,6
2009,6,237,M,M,7
2009,6,273,M,M,13
2009,6,271,M,M,12
2009,6,221,M,M,9
2009,6,215,M,M,9
2009,6,249,M,M,11
2009,6,210,M,M,8
2009,6,143,M,M,3
2009,6,294,M,M,12
2009,6,217,M,M,11
2009,6,178,M,M,6
2009,6,191,M,M,6
2009,6,136,M,M,3
2009,6,175,M,M,7
2009,6,164,M,M,6
2009,6,136,M,M,3
2009,6,125,M,M,3
2009,6,171,M,M,7
2009,6,164,M,M,6
2009,6,156,M,M,4
2009,6,142,M,M,4
2009,6,147,M,M,4
2009,6,130,M,M,3
2009,6,149,M,M,4
2009,6,130,M,M,3
2009,6,144,M,M,4
2009,6,148,M,M,4
2009,6,140,M,M,4
2009,6,123,M,M,3
2009,6,150,M,M,5
2009,6,129,M,M,3
2009,6,144,M,M,4
2009,6,286,M,M,14
2009,6,289,M,M,11
2009,6,269,M,M,11
2009,6,300,M,M,12
2009,6,230,M,M,7
2009,6,198,M,M,8
2009,6,183,M,M,8
2009,6,204,M,M,10
2009,6,283,M,M,13
2009,6,163,M,M,6
2009,6,160,M,M,6
2009,6,157,M,M,6
2009,6,164,M,M,7
2009,6,152,M,M,4
2009,6,158,M,M,7
2010,6,223,M,M,8
2010,6,190,M,M,6
2010,6,230,M,M,9
2010,6,210,M,M,7
2010,6,222,M,M,8
2010,6,143,M,M,3
2010,6,153,M,M,4
2010,6,139,M,M,3
2011,6,184,M,M,6
2011,6,189,M,M,6
2011,6,193,M,M,6
2011,6,300,M,M,11
2011,6,227,M,M,10
2012,7,93,M,I,1
2012,7,102,M,I,1
2012,7,93,M,I,1
2012,7,143,M,I,3
2012,7,103,M,I,1
2012,7,98,M,I,1
2012,7,99,M,I,1
2012,7,134,M,I,3
2012,7,160,M,I,5
2012,7,74,M,I,1
2012,7,89,M,I,1
2012,7,87,M,I,1
2012,7,88,M,I,1
2012,8,85,M,I,1
2012,8,84,M,I,1
2012,8,108,M,M,1
2012,8,95,M,I,1
2012,8,108,M,M,2
2012,8,135,M,M,3
2012,8,98,M,I,1
2013,6,218,M,M,8
2013,6,138,M,M,3
2013,6,138,M,M,3
2013,6,139,M,M,3
2013,6,145,M,M,4
2013,6,124,M,M,2
2013,6,107,M,M,1
2013,7,150,M,I,6
2013,7,165,M,I,5
2013,7,164,M,I,6
2013,7,159,M,I,6
2013,7,173,M,M,6
2013,7,108,M,I,1
2013,7,161,M,M,6
2013,7,165,M,M,6
2013,7,183,M,M,7
2013,7,170,M,M,6
2013,7,180,M,M,7
2013,7,177,M,M,7
2013,7,193,M,M,7
2013,7,251,M,M,11
2013,7,229,M,M,9
2013,7,278,M,M,11
2013,7,232,M,M,10
2013,7,206,M,M,9
2013,7,223,M,M,10
2013,7,215,M,M,8
2013,7,106,M,I,1
2013,7,161,M,M,6
2013,7,291,M,M,16
2013,7,240,M,M,10
2013,7,270,M,M,12
2013,7,216,M,M,8
2013,7,236,M,M,10
2013,7,230,M,M,10
2013,7,217,M,M,9
2013,7,218,M,M,9
2013,7,204,M,M,8
2013,7,182,M,M,7
2013,7,192,M,M,8
2013,7,194,M,M,8
2013,7,177,M,M,7
2013,7,152,M,M,6
2013,7,114,M,I,2
2013,7,105,M,I,1
2013,7,110,M,M,2
2014,6,139,M,M,3
2014,6,138,M,M,3
2014,6,138,M,M,3
2014,6,149,M,M,4
2014,6,126,M,M,3
2014,6,123,M,M,2
2014,6,124,M,M,2
2014,6,160,M,M,5
2014,7,134,M,I,4
2014,7,106,M,I,1
2014,7,127,M,I,3
2014,7,128,M,I,3
2014,7,123,M,I,3
2014,7,125,M,I,3
2014,7,118,M,I,2
2014,7,173,M,I,8
2014,7,138,M,I,4
2014,7,154,M,I,6
2014,7,139,M,I,3
2014,7,136,M,I,3
2014,7,153,M,I,6
2014,7,149,M,I,5
2014,7,143,M,I,5
2014,7,158,M,I,6
2014,7,135,M,I,5
2014,7,143,M,I,5
2014,7,141,M,I,5
2014,7,139,M,I,4
2014,7,138,M,I,3
2014,7,134,M,I,4
2014,7,133,M,I,4
2014,7,142,M,I,5
2014,7,170,M,I,6
2014,7,160,M,I,7
2014,7,163,M,I,6
2014,7,164,M,I,6
2014,7,156,M,I,6
2014,7,150,M,I,6
2014,7,168,M,M,6
2014,7,190,M,M,8
2014,7,163,M,I,7
2014,7,187,M,I,8
2014,7,165,M,I,6
2014,7,163,M,I,7
2014,7,172,M,I,7
2014,7,179,M,I,7
2014,7,164,M,I,6
2014,7,161,M,I,6
2014,7,175,M,I,7
2014,7,176,M,I,7
2014,7,286,M,M,12
2014,7,291,M,M,11
2014,7,292,M,M,13
2014,7,281,M,M,12
2014,7,300,M,M,14
2014,7,286,M,M,12
2014,7,290,M,M,11
2014,7,282,M,M,12
2014,7,273,M,M,13
2014,7,263,M,M,12
2014,7,274,M,M,12
2014,7,251,M,M,11
2014,7,241,M,M,11
2014,7,224,M,M,10
2014,7,174,M,I,7
2014,7,171,M,I,7
2014,7,191,M,I,9
2014,7,170,M,I,7
2014,7,184,M,M,8
2014,7,114,M,M,2
2014,7,116,M,I,2
2014,7,113,M,I,2
2014,7,118,M,I,2
2014,7,107,M,I,1
2014,7,107,M,I,1
2014,7,105,M,I,1
2015,7,197,M,M,8
2015,7,120,M,I,2
2015,7,246,M,M,11
2015,7,227,M,M,10
2015,7,212,M,M,9
2015,7,182,M,M,7
2015,7,141,M,M,4
2015,7,146,M,M,4
2015,8,90,M,I,1
2015,8,169,M,M,7
2015,8,161,M,M,6
2015,8,163,M,M,6
2015,8,123,M,M,2
2015,8,152,M,M,6
2015,8,144,M,M,4
2015,8,127,M,M,3
2015,8,129,M,M,3
2015,8,151,M,M,6
2015,8,125,M,M,3
2015,8,111,M,I,2
2015,8,109,M,I,1
2015,8,98,M,I,1
2015,8,101,M,I,1
2015,8,96,M,I,1
2015,8,101,M,I,1
2015,8,91,M,I,1
2015,8,125,M,M,3
2015,8,151,M,M,5
2015,8,116,M,M,2
2015,8,196,M,M,9
2015,8,154,M,M,6
2015,8,145,M,M,4
2015,8,138,M,M,4
2015,8,139,M,M,5
2015,8,206,M,M,10
2015,8,164,M,M,7
2015,8,173,M,M,7
2015,8,149,M,M,4
2015,8,165,M,M,6
2015,8,150,M,M,6
2015,8,157,M,M,6
2015,8,95,M,I,1
2015,8,112,M,I,2
2016,6,159,M,M,4
2016,6,138,M,M,3
2016,6,105,M,I,1
2016,6,124,M,M,1
2016,7,152,M,M,5
2016,7,180,M,M,7
2016,7,179,M,M,7
2016,7,171,M,M,7
2016,7,198,M,M,8
2016,7,235,M,M,10
2016,7,243,M,M,11
2016,7,215,M,M,9
2016,7,218,M,M,9
2016,7,186,M,M,8
2016,7,207,M,M,9
2016,7,189,M,M,8
2016,7,179,M,M,6
2016,7,189,M,M,8
2016,7,210,M,M,9
2016,7,207,M,M,9
2016,7,172,M,M,6
2016,7,145,M,M,5
2016,7,105,M,I,1
2016,7,115,M,I,1
2016,7,106,M,I,1
2016,7,102,M,I,1
2016,7,139,M,M,4
2016,7,190,M,M,8
2016,7,199,M,M,8
2016,7,197,M,M,8
2016,7,181,M,M,8
2016,7,207,M,M,10
2016,7,164,M,M,6
2016,7,193,M,M,8
2016,7,157,M,M,5
2016,7,151,M,M,5
